Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return.1,Return.2,Return.3,Return
2021-10-19,542.722088389172,542.722088389172,521.2688362405577,528.8988647460938,11017925,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-10-20,526.1738375685508,526.1738375685508,505.8601583403864,508.2879028320313,9440844,0.0,0,-3.8969571099300926,-3.8969571099300926,-3.8969571099300926,-3.8969571099300926,-3.8969571099300926
2021-10-21,511.5083579969935,516.0665251863531,487.1319371694817,489.2623901367188,14173662,0.0,0,-3.7430583315691592,-3.7430583315691592,-3.7430583315691592,-3.7430583315691592,-3.7430583315691592
2021-10-22,484.5555853231763,487.5283189754657,460.278260496146,466.1741943359375,19392383,0.0,0,-4.718980298961784,-4.718980298961784,-4.718980298961784,-4.718980298961784,-4.718980298961784
2021-10-25,469.245991735879,473.6555587196249,455.1750706879159,468.94873046875,9196105,0.0,0,0.5951715402790176,0.5951715402790176,0.5951715402790176,0.5951715402790176,0.5951715402790176
2021-10-26,470.7323320325805,483.5646435844395,468.2550541453651,481.6323547363281,8120433,0.0,0,2.7046931665429343,2.7046931665429343,2.7046931665429343,2.7046931665429343,2.7046931665429343
2021-10-27,478.6101032039163,483.26739787776086,471.3268999332061,475.4887390136719,8972879,0.0,0,-1.2755820206513329,-1.2755820206513329,-1.2755820206513329,-1.2755820206513329,-1.2755820206513329
2021-10-28,451.7068722787134,472.8132685422068,449.3286914693382,464.5391540527344,12659503,0.0,0,-2.3028063679595707,-2.3028063679595707,-2.3028063679595707,-2.3028063679595707,-2.3028063679595707
2021-10-29,465.18325808794674,469.8900861174735,452.4995770432018,455.6209411621094,8306338,0.0,0,-1.919797892776248,-1.919797892776248,-1.919797892776248,-1.9197978927762476,-1.9197978927762473
2021-11-01,459.5845873992323,476.7273687414365,459.1386955179741,473.8041687011719,7466267,0.0,0,3.990867384779168,3.990867384779168,3.990867384779168,3.9908673847791674,3.9908673847791665
2021-11-02,475.6373675109364,476.6282786932508,462.90415277015376,464.1427917480469,5953912,0.0,0,-2.0391076295528388,-2.0391076295528388,-2.0391076295528388,-2.0391076295528388,-2.0391076295528388
2021-11-03,466.7191800845968,476.083303118684,465.5796382407126,473.9528198242188,6928590,0.0,0,2.113579754029049,2.113579754029049,2.113579754029049,2.113579754029049,2.1135797540290495
2021-11-04,477.61918544413567,477.61918544413567,465.7282513666883,468.30462646484375,1615558,0.0,0,-1.1917205939337754,-1.1917205939337754,-1.1917205939337754,-1.1917205939337754,-1.1917205939337754
2021-11-08,475.63736593669154,477.0741992423757,455.026425508852,465.5300598144531,13018619,0.0,0,-0.5924704761802979,-0.5924704761802979,-0.5924704761802979,-0.5924704761802979,-0.5924704761802979
2021-11-09,466.4219142253058,471.8719258286852,458.0982359479764,460.3773498535156,8628327,0.0,0,-1.1068479580010842,-1.1068479580010842,-1.1068479580010842,-1.1068479580010842,-1.1068479580010842
2021-11-10,459.4359515029741,459.7827764556698,444.42365353527566,445.6622924804688,14672997,0.0,0,-3.1963035057499902,-3.1963035057499902,-3.1963035057499902,-3.1963035057499902,-3.1963035057499902
2021-11-11,444.96866857382224,452.1527748756969,442.54095424352187,449.82415771484375,7789754,0.0,0,0.9338607516491508,0.9338607516491508,0.9338607516491508,0.9338607516491508,0.9338607516491508
2021-11-12,456.314589604184,466.2237012133953,454.77868940083965,464.2914123535156,17010073,0.0,0,3.216202240485954,3.216202240485954,3.216202240485954,3.216202240485954,3.216202240485954
2021-11-15,469.2955489754442,469.2955489754442,451.0132252936116,451.7564086914063,8882843,0.0,0,-2.699813808437416,-2.699813808437416,-2.699813808437416,-2.699813808437416,-2.699813808437416
2021-11-16,452.8463994702981,455.7200357821335,439.0231767120469,441.5500183105469,8937525,0.0,0,-2.259268531557544,-2.259268531557544,-2.259268531557544,-2.259268531557544,-2.259268531557544
2021-11-17,437.9827451665027,445.117317817335,435.5054671961039,441.3518371582031,7474301,0.0,0,-0.044883058345695,-0.044883058345695,-0.044883058345695,-0.044883058345695,-0.044883058345695066
2021-11-18,444.0273127244122,449.8736827294624,432.334542474102,436.2981872558594,9688141,0.0,0,-1.1450388277260672,-1.1450388277260672,-1.1450388277260672,-1.1450388277260672,-1.1450388277260672
2021-11-22,438.5773003070032,443.6309534420779,428.9654496336217,438.1313781738281,10007050,0.0,0,0.4201692721894596,0.4201692721894596,0.4201692721894596,0.4201692721894596,0.4201692721894596
2021-11-23,435.2577260581742,449.2791128928261,433.07770941495824,446.1082153320313,9020906,0.0,0,1.82064959406728,1.82064959406728,1.82064959406728,1.82064959406728,1.8206495940672802
2021-11-24,449.7745948895718,452.74732853754017,440.1627742386004,447.990966796875,7761523,0.0,0,0.4220391824531612,0.4220391824531612,0.4220391824531612,0.4220391824531612,0.42203918245316124
2021-11-25,447.3964139301877,454.6300537093867,439.6177548381767,442.9868469238281,8633424,0.0,0,-1.1170135658819675,-1.1170135658819675,-1.1170135658819675,-1.1170135658819675,-1.1170135658819675
