Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return.1,Return.2,Return.3,Return
2021-10-19,744.6055566698147,749.4381201221706,718.5689939215636,723.5988159179688,1498436,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-10-20,723.5988110727759,724.7823021342911,701.4578789870432,706.0438842773438,1568362,0.0,0,-2.426058646648632,-2.426058646648632,-2.426058646648632,-2.426058646648632,-2.4260586466486322
2021-10-21,713.0953876143253,713.4406051016527,696.5759934587445,707.572509765625,1625612,0.0,0,0.2165057331876533,0.2165057331876533,0.2165057331876533,0.2165057331876533,0.21650573318765337
2021-10-22,704.416557785178,712.5529758485001,689.6230703973199,694.65283203125,1375825,0.0,0,-1.825915726807206,-1.825915726807206,-1.825915726807206,-1.825915726807206,-1.825915726807206
2021-10-25,694.3077132269322,698.2526434157215,676.8020855141792,685.7274780273438,1746556,0.0,0,-1.284865416557422,-1.284865416557422,-1.284865416557422,-1.284865416557422,-1.284865416557422
2021-10-26,685.4316150385832,706.5863150524865,684.050865405167,703.4303588867188,1475209,0.0,0,2.5816204580719875,2.5816204580719875,2.5816204580719875,2.5816204580719875,2.5816204580719875
2021-10-27,704.6631637645266,737.7019545078599,702.1975823657705,731.2914428710938,4677615,0.0,0,3.960745172907981,3.960745172907981,3.960745172907981,3.960745172907981,3.960745172907981
2021-10-28,732.770757095138,737.8991782012622,715.8568454207199,719.8511352539062,2875850,0.0,0,-1.5643978510499412,-1.5643978510499412,-1.5643978510499412,-1.5643978510499412,-1.5643978510499412
2021-10-29,725.7685504945304,735.7294750737522,706.6849147225529,730.0093383789062,3448037,0.0,0,1.4111533103878475,1.4111533103878475,1.4111533103878475,1.4111533103878475,1.4111533103878475
2021-11-01,734.74323232801,734.74323232801,690.3627686303449,710.13671875,5953165,0.0,0,-2.7222418377600954,-2.7222418377600954,-2.7222418377600954,-2.7222418377600954,-2.7222418377600954
2021-11-02,710.8764170611474,716.3993555129135,701.2113500141297,710.38330078125,1852304,0.0,0,0.0347231772050936,0.0347231772050936,0.0347231772050936,0.0347231772050936,0.03472317720509365
2021-11-03,710.3832546226001,746.0848830063564,710.3832546226001,726.9026489257812,6580294,0.0,0,2.3254133545036826,2.3254133545036826,2.3254133545036826,2.3254133545036826,2.3254133545036826
2021-11-04,734.7432477635956,734.7432477635956,721.0345912777144,727.5437622070312,390092,0.0,0,0.0881979563834908,0.0881979563834908,0.0881979563834908,0.0881979563834908,0.08819795638349083
2021-11-08,729.812057913251,733.7569879560253,720.9359653170088,732.4255981445312,1227750,0.0,0,0.671002376914176,0.671002376914176,0.671002376914176,0.671002376914176,0.671002376914176
2021-11-09,734.4473983914006,743.0276336897601,732.4256336853441,736.0746459960938,1622626,0.0,0,0.4982141340781518,0.4982141340781518,0.4982141340781518,0.4982141340781518,0.4982141340781518
2021-11-10,735.9760390517386,763.3439922627077,730.8969173508589,760.68115234375,6430811,0.0,0,3.342936274398838,3.342936274398838,3.342936274398838,3.342936274398838,3.342936274398838
2021-11-11,763.3439471874702,767.239577561571,750.0298085737353,754.1719970703125,3322415,0.0,0,-0.8557008745887827,-0.8557008745887827,-0.8557008745887827,-0.8557008745887827,-0.8557008745887827
