Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return.1,Return.2,Return.3,Return
2021-10-19,1212.2294950501202,1230.0855759919386,1176.1205071489164,1184.453369140625,3879525,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-10-20,1180.4853922960292,1204.1943248139444,1163.0756643332695,1192.091796875,2850772,0.0,0,0.6448905405129649,0.6448905405129649,0.6448905405129649,0.6448905405129649,0.6448905405129649
2021-10-21,1195.365444640898,1201.2678230875038,1155.8836163718845,1174.93017578125,2408608,0.0,0,-1.439622446756047,-1.439622446756047,-1.439622446756047,-1.439622446756047,-1.439622446756047
2021-10-22,1182.519033084961,1195.06779335124,1167.3909641986977,1186.834228515625,2618946,0.0,0,1.013171078567252,1.013171078567252,1.013171078567252,1.013171078567252,1.0131710785672519
2021-10-25,1196.307854261122,1201.317525741781,1147.451629535455,1168.3333740234375,3612312,0.0,0,-1.5588406575808436,-1.5588406575808436,-1.5588406575808436,-1.5588406575808436,-1.5588406575808436
2021-10-26,1170.5653042334795,1183.4613626699502,1128.6034656524753,1145.666015625,3413917,0.0,0,-1.9401447311546869,-1.9401447311546869,-1.9401447311546869,-1.9401447311546869,-1.9401447311546867
2021-10-27,1146.7572070681224,1154.5444182086785,1113.0290539190598,1133.414794921875,4329232,0.0,0,-1.069353593109903,-1.069353593109903,-1.069353593109903,-1.069353593109903,-1.069353593109903
2021-10-28,1162.6292720457325,1232.06958692901,1159.901259675318,1166.5972900390625,17223159,0.0,0,2.927656782482245,2.927656782482245,2.927656782482245,2.927656782482245,2.927656782482245
2021-10-29,1157.619616788555,1172.5493331312032,1114.6162454141515,1131.08349609375,5112475,0.0,0,-3.0442205076717905,-3.0442205076717905,-3.0442205076717905,-3.0442205076717905,-3.0442205076717905
2021-11-01,1148.741209442607,1225.12555583905,1136.8868041213982,1219.272705078125,10563295,0.0,0,7.796878770571808,7.796878770571808,7.796878770571808,7.796878770571808,7.796878770571808
2021-11-02,1210.245487611759,1230.184753803552,1197.3494291372074,1202.8551025390625,3730392,0.0,0,-1.346507837884433,-1.346507837884433,-1.346507837884433,-1.346507837884433,-1.346507837884433
2021-11-03,1205.2854302373755,1210.2454525840317,1164.8612481121304,1168.5316162109375,2922214,0.0,0,-2.85350132827078,-2.85350132827078,-2.85350132827078,-2.85350132827078,-2.85350132827078
2021-11-04,1185.4453800784654,1185.4453800784654,1175.5253350568885,1179.592529296875,278458,0.0,0,0.9465651534361942,0.9465651534361942,0.9465651534361942,0.9465651534361942,0.9465651534361942
2021-11-08,1120.965138265634,1120.965138265634,1033.271912079798,1052.6656494140625,29099645,0.0,0,-10.760230904350536,-10.760230904350536,-10.760230904350536,-10.760230904350536,-10.760230904350536
2021-11-09,1072.3569203382797,1076.2257623085925,1054.004836132675,1059.7088623046875,7752739,0.0,0,0.6690835684194133,0.6690835684194133,0.6690835684194133,0.6690835684194133,0.6690835684194133
2021-11-10,1058.2704748985732,1058.2704748985732,1019.582298453154,1023.947021484375,6796906,0.0,0,-3.374685452996641,-3.374685452996641,-3.374685452996641,-3.374685452996641,-3.3746854529966415
2021-11-11,1023.94702821884,1029.7007029350034,1012.3406236466002,1025.038330078125,4527396,0.0,0,0.1065786188984634,0.1065786188984634,0.1065786188984634,0.1065786188984634,0.10657861889846348
2021-11-12,1031.6846655776214,1035.1566812790843,1020.3262626491252,1028.75830078125,3479296,0.0,0,0.3629103999302617,0.3629103999302617,0.3629103999302617,0.3629103999302617,0.36291039993026175
2021-11-15,1033.668731762707,1042.5967726320584,1024.2943372876096,1033.1727294921875,3105993,0.0,0,0.4291026091925708,0.4291026091925708,0.4291026091925708,0.4291026091925708,0.42910260919257087
2021-11-16,1033.6686976644023,1037.636715697663,1010.1085905919172,1012.7374267578124,2685826,0.0,0,-1.977917356028089,-1.977917356028089,-1.977917356028089,-1.977917356028089,-1.977917356028089
2021-11-17,1009.761417581824,1033.668702116326,1005.892575763872,1025.732666015625,3042496,0.0,0,1.2831795206202363,1.2831795206202363,1.2831795206202363,1.2831795206202363,1.2831795206202363
2021-11-18,1023.5503045892764,1033.6687021805792,994.2861109189716,1000.386962890625,3244457,0.0,0,-2.470985273721789,-2.470985273721789,-2.470985273721789,-2.470985273721789,-2.4709852737217894
2021-11-22,1015.8126181347574,1017.697450922422,980.6460461494706,998.849365234375,6198324,0.0,0,-0.153700289316756,-0.153700289316756,-0.153700289316756,-0.153700289316756,-0.15370028931675608
2021-11-23,987.0444868462968,1001.924554487196,966.2123921490384,973.5036010742188,8136685,0.0,0,-2.5374961473003483,-2.5374961473003483,-2.5374961473003483,-2.5374961473003483,-2.5374961473003483
2021-11-24,981.0924334774048,985.7052785412288,958.2763303732792,962.6411743164062,6646771,0.0,0,-1.1158075579613969,-1.1158075579613969,-1.1158075579613969,-1.1158075579613969,-1.1158075579613969
2021-11-25,960.2603954617532,962.244404543286,943.743495639134,951.6299438476562,5711537,0.0,0,-1.1438561701424552,-1.1438561701424552,-1.1438561701424552,-1.1438561701424552,-1.1438561701424552
2021-11-26,943.3962949534456,949.2987339345614,890.8200555922126,894.5896606445312,6746021,0.0,0,-5.993956324293261,-5.993956324293261,-5.993956324293261,-5.993956324293261,-5.993956324293261
2021-11-29,919.48902080963,930.5002468466304,881.7432000984396,888.2904663085938,11905868,0.0,0,-0.7041434316823062,-0.7041434316823062,-0.7041434316823062,-0.7041434316823062,-0.7041434316823062
2021-11-30,894.7880885641545,920.0842041499482,868.6983814615701,875.9400024414062,6964145,0.0,0,-1.3903632128926762,-1.3903632128926762,-1.3903632128926762,-1.3903632128926762,-1.3903632128926762
2021-12-01,883.8760409447077,931.2442575048758,883.0328613085707,926.18505859375,14626216,0.0,0,5.736129873313414,5.736129873313414,5.736129873313414,5.736129873313414,5.736129873313414
2021-12-02,927.5242325162242,942.404300417554,918.2490144099224,937.9898681640624,5703967,0.0,0,1.2745627302858809,1.2745627302858809,1.2745627302858809,1.2745627302858809,1.2745627302858809
2021-12-03,937.394664967215,950.1914866968812,930.9962238288072,943.5451049804688,4928235,0.0,0,0.5922491281573956,0.5922491281573956,0.5922491281573956,0.5922491281573956,0.5922491281573956
2021-12-06,944.3883202317556,944.3883202317556,906.69214778553,908.3289794921876,4617346,0.0,0,-3.732320299516588,-3.732320299516588,-3.732320299516588,-3.732320299516588,-3.732320299516588
2021-12-07,915.5210108207008,929.0122482962652,913.4377649660646,919.2410278320312,3434735,0.0,0,1.2013321809840471,1.2013321809840471,1.2013321809840471,1.2013321809840471,1.2013321809840471
2021-12-08,928.5162521843812,941.4123112424976,925.0442362841192,937.7418823242188,3774244,0.0,0,2.0126227977248288,2.0126227977248288,2.0126227977248288,2.0126227977248288,2.0126227977248288
2021-12-09,939.4282473198124,942.900263017404,930.6986199610116,938.8330688476562,3111606,0.0,0,0.1163632065502891,0.1163632065502891,0.1163632065502891,0.1163632065502891,0.11636320655028914
2021-12-10,952.3243582958456,960.2603946149776,930.5002584182324,937.1962890625,6605152,0.0,0,-0.1743419399537415,-0.1743419399537415,-0.1743419399537415,-0.1743419399537415,-0.17434193995374156
2021-12-13,946.6699087142722,947.9595024909058,926.7306419255287,931.0458374023438,2681792,0.0,0,-0.6562607782312811,-0.6562607782312811,-0.6562607782312811,-0.6562607782312811,-0.6562607782312811
2021-12-14,924.5481888064728,941.561090104765,916.8105658593678,938.48583984375,2725729,0.0,0,0.7991016277097767,0.7991016277097767,0.7991016277097767,0.7991016277097767,0.7991016277097767
2021-12-15,937.3946905987498,943.247480984134,929.5082424937748,931.0458374023438,2266938,0.0,0,-0.7927666167712182,-0.7927666167712182,-0.7927666167712182,-0.7927666167712182,-0.7927666167712182
2021-12-16,937.444295638968,941.7594911936832,913.7850114440836,920.8778076171876,2457432,0.0,0,-1.0921083986074582,-1.0921083986074582,-1.0921083986074582,-1.0921083986074582,-1.0921083986074582
2021-12-17,918.596197350784,921.5722109491126,873.2119899762716,875.9400024414062,4786306,0.0,0,-4.879887950830299,-4.879887950830299,-4.879887950830299,-4.879887950830299,-4.879887950830299
2021-12-20,867.011973019012,867.011973019012,824.1573645315251,839.3350219726562,4700733,0.0,0,-4.178936955353697,-4.178936955353697,-4.178936955353697,-4.178936955353697,-4.178936955353697
2021-12-21,848.2134185903564,861.010300602359,841.5669764643328,850.3462524414062,3568436,0.0,0,1.311899322736556,1.311899322736556,1.311899322736556,1.311899322736556,1.3118993227365559
2021-12-22,854.5622731708834,877.923966613717,854.1158590445315,864.7799072265625,3619713,0.0,0,1.6973855936586035,1.6973855936586035,1.6973855936586035,1.6973855936586035,1.6973855936586035
2021-12-23,872.8648202383961,876.9320146394695,862.051946517759,864.1351318359375,2642247,0.0,0,-0.0745594786878039,-0.0745594786878039,-0.0745594786878039,-0.0745594786878039,-0.07455947868780399
2021-12-24,870.9799612760065,871.7735527759395,840.0294084014154,854.2647094726562,3462247,0.0,0,-1.1422313478113773,-1.1422313478113773,-1.1422313478113773,-1.1422313478113773,-1.1422313478113773
2021-12-27,836.259809871474,854.9094827271491,805.0116675097286,848.411865234375,12325932,0.0,0,-0.6851323920303641,-0.6851323920303641,-0.6851323920303641,-0.6851323920303641,-0.6851323920303641
2021-12-28,857.0919300451874,858.8279380053483,838.3430198565878,845.8327026367188,4660498,0.0,0,-0.3039988834837608,-0.3039988834837608,-0.3039988834837608,-0.3039988834837608,-0.30399888348376086
2021-12-29,847.2214608723405,867.9047917520862,847.1718727550286,863.0439453125,6067054,0.0,0,2.034828237561465,2.034828237561465,2.034828237561465,2.034828237561465,2.034828237561465
2021-12-30,857.0918804494073,886.3064248264703,853.1238624843638,878.32080078125,12354342,0.0,0,1.7701132777449005,1.7701132777449005,1.7701132777449005,1.7701132777449005,1.7701132777449005
2021-12-31,874.451973926997,885.7608495386736,871.3767841706175,881.048828125,3606043,0.0,0,0.3105957801891371,0.3105957801891371,0.3105957801891371,0.3105957801891371,0.3105957801891371
