Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return.1,Return.2,Return.3,Return
2021-10-19,1751.546485097709,1764.9546892524231,1706.2376050618748,1712.56787109375,549783,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-10-20,1704.7920516936697,1718.599038789244,1676.5799641613594,1687.2467041015625,834655,0.0,0,-1.4785496925161783,-1.4785496925161783,-1.4785496925161783,-1.4785496925161783,-1.4785496925161783
2021-10-21,1704.094303451508,1748.555847411135,1684.8043872838607,1740.38134765625,1369162,0.0,0,3.14919231583155,3.14919231583155,3.14919231583155,3.14919231583155,3.14919231583155
2021-10-22,1743.1726267555962,1759.2725243154111,1704.79212402935,1708.480712890625,716250,0.0,0,-1.832968091078728,-1.832968091078728,-1.832968091078728,-1.832968091078728,-1.8329680910787276
2021-10-25,1694.7234855742383,1714.3622914069692,1663.9692631301914,1705.3404541015625,573813,0.0,0,-0.1838041697145887,-0.1838041697145887,-0.1838041697145887,-0.1838041697145887,-0.18380416971458874
2021-10-26,1711.6707221791594,1761.5155306293386,1698.9602960243635,1734.001220703125,1334788,0.0,0,1.6806477869348422,1.6806477869348422,1.6806477869348422,1.6806477869348422,1.6806477869348422
2021-10-27,1738.5868334555992,1749.2038014729555,1717.3528974208862,1723.0352783203125,525885,0.0,0,-0.6324068433104038,-0.6324068433104038,-0.6324068433104038,-0.6324068433104038,-0.6324068433104038
2021-10-28,1730.561758367012,1730.561758367012,1687.2965644239175,1697.115966796875,649517,0.0,0,-1.504282114798296,-1.504282114798296,-1.504282114798296,-1.504282114798296,-1.5042821147982959
2021-10-29,1699.7079309390265,1737.091536458213,1670.2496011133371,1715.7579345703125,1152110,0.0,0,1.0984498489294294,1.0984498489294294,1.0984498489294294,1.0984498489294294,1.0984498489294294
2021-11-01,1716.6552215797933,1790.275980118202,1713.8638635998402,1783.447265625,1410919,0.0,0,3.945156230423573,3.945156230423573,3.945156230423573,3.945156230423573,3.9451562304235734
2021-11-02,1786.4378388071386,1799.3974883074136,1732.1070005175245,1738.63671875,1117548,0.0,0,-2.512580424366872,-2.512580424366872,-2.512580424366872,-2.512580424366872,-2.512580424366872
2021-11-03,1739.5837478001638,1787.63409261584,1729.8141170442586,1780.0079345703125,1003482,0.0,0,2.3795204239133123,2.3795204239133123,2.3795204239133123,2.3795204239133123,2.3795204239133123
2021-11-04,1791.4223258809982,1794.4130142380618,1780.0079139947743,1786.0390625,95198,0.0,0,0.3388259014218042,0.3388259014218042,0.3388259014218042,0.3388259014218042,0.3388259014218042
2021-11-08,1786.0390905837592,1851.3357874063724,1773.9766716922177,1843.2110595703125,1492531,0.0,0,3.2010496450333097,3.2010496450333097,3.2010496450333097,3.2010496450333097,3.2010496450333097
2021-11-09,1845.2547284604368,1874.065050828168,1842.812381629319,1858.0648193359373,1045350,0.0,0,0.8058632074987369,0.8058632074987369,0.8058632074987369,0.8058632074987369,0.8058632074987369
2021-11-10,1841.167541820953,1873.5666670135388,1836.2827262997853,1868.6319580078125,505300,0.0,0,0.568717439881988,0.568717439881988,0.568717439881988,0.568717439881988,0.568717439881988
2021-11-11,1871.9716150133968,1887.1243876214803,1826.1143927045816,1838.6253662109373,945543,0.0,0,-1.6058053416182545,-1.6058053416182545,-1.6058053416182545,-1.6058053416182545,-1.6058053416182543
2021-11-12,1852.1334207457155,1869.180320934352,1836.7811953714893,1852.681640625,1152941,0.0,0,0.7644991020128302,0.7644991020128302,0.7644991020128302,0.7644991020128302,0.7644991020128302
