Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Return.1,Return.2,Return.3,Return
2021-10-19,4340.124149377593,4375.676769341992,4215.116110323198,4289.31298828125,285362,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-10-20,4289.312823492744,4305.568635174197,4123.716146186584,4135.43408203125,510321,0.0,0,-3.5874954024201458,-3.5874954024201458,-3.5874954024201458,-3.5874954024201458,-3.5874954024201458
2021-10-21,4175.573995476946,4223.343182630624,4064.128952726875,4123.56640625,698306,0.0,0,-0.2869753342899571,-0.2869753342899571,-0.2869753342899571,-0.2869753342899571,-0.28697533428995714
2021-10-22,4144.160242318849,4178.017792465166,3991.428263878713,4017.406982421875,347114,0.0,0,-2.5744565109275666,-2.5744565109275666,-2.5744565109275666,-2.5744565109275666,-2.5744565109275666
2021-10-25,4034.360272934755,4239.299476994103,3944.2070659597134,4152.63671875,1151030,0.0,0,3.3660950189966163,3.3660950189966163,3.3660950189966163,3.3660950189966163,3.3660950189966163
2021-10-26,4152.637177399407,4296.742862349987,4124.264617659022,4256.3037109375,790450,0.0,0,2.4964137055240694,2.4964137055240694,2.4964137055240694,2.4964137055240694,2.4964137055240694
2021-10-27,4267.123254436067,4313.297197091135,4203.647048296192,4264.87939453125,623848,0.0,0,0.2014819471578804,0.2014819471578804,0.2014819471578804,0.2014819471578804,0.20148194715788048
2021-10-28,4266.126166807465,4302.227575830152,4213.470446889753,4277.79443359375,537955,0.0,0,0.3028230781639602,0.3028230781639602,0.3028230781639602,0.3028230781639602,0.3028230781639602
2021-10-29,4277.794230810209,4337.131859142931,4149.694567806536,4250.4189453125,705546,0.0,0,-0.6399439876369191,-0.6399439876369191,-0.6399439876369191,-0.6399439876369191,-0.6399439876369191
2021-11-01,4269.51738964062,4338.129449137108,4246.380504465702,4324.76611328125,239375,0.0,0,1.7491727033341613,1.7491727033341613,1.7491727033341613,1.7491727033341613,1.7491727033341613
2021-11-02,4328.156740800266,4383.006653414093,4258.896065456557,4278.193359375,389193,0.0,0,-1.0768849155385818,-1.0768849155385818,-1.0768849155385818,-1.0768849155385818,-1.0768849155385818
